RACEID,YEAR,ROUND,NAME,F1DATE,TIME,URL,SCORE,DNF_COUNT,DNF_DUE_TO_ACCIDENT_COUNT,WEATHER,WEATHER_WET,CIRCUITREF,YEAR_C,RACE_COUNT,NAME_YEAR,OVERTAKEN_POSITIONS_TOTAL
745,1961,8,United States Grand Prix,8-Oct-61,\N,http://en.wikipedia.org/wiki/1961_United_States_Grand_Prix,,9,1,Temperatures up to 72 °F (22 °C); wind speeds up to 8.9 miles per hour (14.3 km/h)[1],N,watkins_glen,1961,1,1961 United States Grand Prix,0
282,1993,10,German Grand Prix,25-Jul-93,\N,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,,10,4,Dry,N,hockenheimring,1993,1,1993 German Grand Prix,0
615,1973,11,German Grand Prix,5-Aug-73,\N,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,,6,2,Dry,N,nurburgring,1973,1,1973 German Grand Prix,0
158,2000,1,Australian Grand Prix,12-Mar-00,\N,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,,13,1,"Sunny,[2] Air Temp: 20 °C",N,albert_park,2000,1,2000 Australian Grand Prix,82
324,1990,4,Monaco Grand Prix,27-May-90,\N,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,,29,3,"Warm, dry, sunny",N,monaco,1990,1,1990 Monaco Grand Prix,0
79,2005,9,United States Grand Prix,19-Jun-05,14:00:00,http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix,,14,0,not found,N,indianapolis,2005,1,2005 United States Grand Prix,7
638,1971,7,German Grand Prix,1-Aug-71,\N,http://en.wikipedia.org/wiki/1971_German_Grand_Prix,,11,3,not found,N,nurburgring,1971,1,1971 German Grand Prix,0
701,1965,3,Belgian Grand Prix,13-Jun-65,\N,http://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix,,6,1,Heavy rain,Y,spa,1965,1,1965 Belgian Grand Prix,0
769,1958,5,Belgian Grand Prix,15-Jun-58,\N,http://en.wikipedia.org/wiki/1958_Belgian_Grand_Prix,,9,1,"Hot, dry",N,spa,1958,1,1958 Belgian Grand Prix,0
827,1951,3,Belgian Grand Prix,17-Jun-51,\N,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix,,4,0,not found,N,spa,1951,1,1951 Belgian Grand Prix,0
526,1979,15,United States Grand Prix,7-Oct-79,\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,,23,9,Rain with temperatures reaching a maximum of 59 °F (15 °C); wind speeds up to 15 miles per hour (24 km/h)[1],Y,watkins_glen,1979,1,1979 United States Grand Prix,0
539,1978,13,Dutch Grand Prix,27-Aug-78,\N,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,,21,4,Dry,N,zandvoort,1978,1,1978 Dutch Grand Prix,0
385,1988,14,Spanish Grand Prix,2-Oct-88,\N,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,,17,1,Sunny and hot,N,jerez,1988,1,1988 Spanish Grand Prix,0
429,1985,10,Austrian Grand Prix,18-Aug-85,\N,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,,19,2,Dry,N,osterreichring,1985,1,1985 Austrian Grand Prix,0
720,1963,2,Belgian Grand Prix,9-Jun-63,\N,http://en.wikipedia.org/wiki/1963_Belgian_Grand_Prix,,18,5,Wet and overcast,Y,spa,1963,1,1963 Belgian Grand Prix,0
902,2014,3,Bahrain Grand Prix,6-Apr-14,15:00:00,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,9.1,6,2,Dry,N,bahrain,2014,1,2014 Bahrain Grand Prix,249
636,1971,5,French Grand Prix,4-Jul-71,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,,11,1,not found,N,ricard,1971,1,1971 French Grand Prix,0
566,1976,7,Swedish Grand Prix,13-Jun-76,\N,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,,13,5,Dry,N,anderstorp,1976,1,1976 Swedish Grand Prix,0
995,2018,7,Canadian Grand Prix,10-Jun-18,18:10:00,https://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,4.24,3,2,Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph)[2],N,villeneuve,2018,1,2018 Canadian Grand Prix,79
619,1973,15,United States Grand Prix,7-Oct-73,\N,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,,13,2,Cloudy with temperatures approaching 68 °F (20 °C); wind speeds up to 8 miles per hour (13 km/h)[1],N,watkins_glen,1973,1,1973 United States Grand Prix,0
1056,2021,5,Monaco Grand Prix,23-May-21,13:00:00,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,,2,0,Sunny,N,monaco,2021,1,2021 Monaco Grand Prix,29
12,2009,12,Belgian Grand Prix,30-Aug-09,12:00:00,http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix,7.852,6,4,Clear but Mild,N,spa,2009,1,2009 Belgian Grand Prix,125
201,1998,11,German Grand Prix,2-Aug-98,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,,5,0,Cloudy but dry,N,hockenheimring,1998,1,1998 German Grand Prix,68
415,1986,12,Austrian Grand Prix,17-Aug-86,\N,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,,16,0,Dry,N,osterreichring,1986,1,1986 Austrian Grand Prix,0
1046,2020,16,Sakhir Grand Prix,6-Dec-20,17:10:00,https://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,8.8,3,2,Clear,N,bahrain,2020,1,2020 Sakhir Grand Prix,171
984,2017,16,Japanese Grand Prix,8-Oct-17,5:00:00,https://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix,6.13,5,2,Sunny,N,suzuka,2017,1,2017 Japanese Grand Prix,100
908,2014,9,British Grand Prix,6-Jul-14,12:00:00,http://en.wikipedia.org/wiki/2014_British_Grand_Prix,7.85,5,3,Mostly cloudy with maximum temperatures reaching 21 degrees during the day.,N,silverstone,2014,1,2014 British Grand Prix,100
824,1952,8,Italian Grand Prix,7-Sep-52,\N,http://en.wikipedia.org/wiki/1952_Italian_Grand_Prix,,20,0,Sunny,N,monza,1952,1,1952 Italian Grand Prix,0
455,1983,4,San Marino Grand Prix,1-May-83,\N,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix,,18,9,not found,N,imola,1983,1,1983 San Marino Grand Prix,0
596,1974,7,Swedish Grand Prix,9-Jun-74,\N,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,,17,0,not found,N,anderstorp,1974,1,1974 Swedish Grand Prix,0
913,2014,14,Singapore Grand Prix,21-Sep-14,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,6.43,5,0,Clear. Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F).,N,marina_bay,2014,1,2014 Singapore Grand Prix,201
107,2004,18,Brazilian Grand Prix,24-Oct-04,\N,http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix,,3,1,Dry/Wet,Y,interlagos,2004,1,2004 Brazilian Grand Prix,237
68,2006,16,Chinese Grand Prix,1-Oct-06,14:00:00,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,,6,2,"Cloudy, wet track that progressively dried up.Rainy during the last few laps.",Y,shanghai,2006,1,2006 Chinese Grand Prix,157
350,2010,14,Italian Grand Prix,12-Sep-10,12:00:00,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,6.759,4,1,Sunny,N,monza,2010,1,2010 Italian Grand Prix,61
930,2015,5,Spanish Grand Prix,10-May-15,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,5.15,2,1,Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1.8 m/s (5.9 ft/s) wind from the northeast[3],N,catalunya,2015,1,2015 Spanish Grand Prix,159
180,1999,6,Canadian Grand Prix,13-Jun-99,\N,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,,12,6,not found,N,villeneuve,1999,1,1999 Canadian Grand Prix,48
230,1996,7,Spanish Grand Prix,2-Jun-96,\N,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,,16,10,Rain,Y,catalunya,1996,1,1996 Spanish Grand Prix,28
997,2018,9,Austrian Grand Prix,1-Jul-18,13:10:00,https://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,8.12,6,0,Sunny,N,red_bull_ring,2018,1,2018 Austrian Grand Prix,84
163,2000,6,European Grand Prix,21-May-00,\N,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,,12,7,"Dry at first, rain later on, Air: 11 °C (52 °F), Track: 12 °C (54 °F)",Y,nurburgring,2000,1,2000 European Grand Prix,149
113,2003,6,Austrian Grand Prix,18-May-03,\N,http://en.wikipedia.org/wiki/2003_Austrian_Grand_Prix,,7,0,Mostly cloudy with isolated showers in the area,Y,osterreichring,2003,1,2003 Austrian Grand Prix,162
863,2012,4,Bahrain Grand Prix,22-Apr-12,12:00:00,http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,6.904,4,0,Sunny and hot[1][2] Air Temp 27 °C (81 °F)[2] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[2],N,bahrain,2012,1,2012 Bahrain Grand Prix,333
1016,2019,7,Canadian Grand Prix,9-Jun-19,18:10:00,https://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,4.4,2,0,Temperatures reaching up to 29.6 °C (85.3 °F); wind speeds negligible[2],N,villeneuve,2019,1,2019 Canadian Grand Prix,95
931,2015,6,Monaco Grand Prix,24-May-15,12:00:00,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,5.63,3,1,Partly cloudy18–19 °C (64–66 °F) air temperature31–37 °C (88–99 °F) track temperature1.5 m/s (4.9 ft/s) wind from the west[2],N,monaco,2015,1,2015 Monaco Grand Prix,42
1025,2019,16,Russian Grand Prix,29-Sep-19,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,5.8,5,2,Partly cloudy,N,sochi,2019,1,2019 Russian Grand Prix,97
141,2001,1,Australian Grand Prix,4-Mar-01,\N,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,,9,3,"Cloudy, sunny later",N,albert_park,2001,1,2001 Australian Grand Prix,87
980,2017,12,Belgian Grand Prix,27-Aug-17,12:00:00,https://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix,6.73,4,1,Partially cloudy and dry,N,spa,2017,1,2017 Belgian Grand Prix,133
939,2015,13,Singapore Grand Prix,20-Sep-15,12:00:00,https://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix,6.55,6,1,Dry28–29 °C (82–84 °F) air temperature34–36 °C (93–97 °F) track temperature0.5 m/s (1.6 ft/s) wind from the west[2],N,marina_bay,2015,1,2015 Singapore Grand Prix,129
149,2001,9,European Grand Prix,24-Jun-01,\N,http://en.wikipedia.org/wiki/2001_European_Grand_Prix,,8,2,"Sunny, mild, dry, Air Temp: 21°C",N,nurburgring,2001,1,2001 European Grand Prix,90
106,2004,17,Japanese Grand Prix,10-Oct-04,\N,http://en.wikipedia.org/wiki/2004_Japanese_Grand_Prix,,4,3,Sunny,N,suzuka,2004,1,2004 Japanese Grand Prix,171
968,2016,21,Abu Dhabi Grand Prix,27-Nov-16,13:00:00,https://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix,7.59,5,0,Sunny,N,yas_marina,2016,1,2016 Abu Dhabi Grand Prix,186
215,1997,9,British Grand Prix,13-Jul-97,\N,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,,12,2,"Sunny, Dry Track",N,silverstone,1997,1,1997 British Grand Prix,153
969,2017,1,Australian Grand Prix,26-Mar-17,5:00:00,https://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,6.41,7,0,Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4.5 mph; 7.2 km/h) wind from the northwest[3],N,albert_park,2017,1,2017 Australian Grand Prix,35
979,2017,11,Hungarian Grand Prix,30-Jul-17,12:00:00,https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix,5.94,4,1,Sunny,N,hungaroring,2017,1,2017 Hungarian Grand Prix,63
197,1998,7,Canadian Grand Prix,7-Jun-98,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,,12,6,Cool and overcast with air temperatures reaching up to 16.0 °C (60.8 °F)Wind speeds up to 2.9 km/h (1.8 mph) reported[1],N,villeneuve,1998,1,1998 Canadian Grand Prix,74
6,2009,6,Monaco Grand Prix,24-May-09,12:00:00,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix,5.504,6,5,Sunny,N,monaco,2009,1,2009 Monaco Grand Prix,92
129,2002,6,Austrian Grand Prix,12-May-02,\N,http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix,,10,3,"Clear, Air Temp: 20°C",N,osterreichring,2002,1,2002 Austrian Grand Prix,122
1053,2021,2,Emilia Romagna Grand Prix,18-Apr-21,13:00:00,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix,,4,3,"Wet at start, drying during race, 9 °C (48 °F)",Y,imola,2021,1,2021 Emilia Romagna Grand Prix,109
858,2011,18,Abu Dhabi Grand Prix,13-Nov-11,13:00:00,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,6.127,4,0,Fine and Dry Air Temp 25 °C (77 °F)[1],N,yas_marina,2011,1,2011 Abu Dhabi Grand Prix,174
886,2013,7,Canadian Grand Prix,9-Jun-13,18:00:00,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,6.329,3,3,Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[2],N,villeneuve,2013,1,2013 Canadian Grand Prix,139
937,2015,11,Belgian Grand Prix,23-Aug-15,12:00:00,http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix,6.39,6,0,Cloudy23 °C (73 °F) air temperature33–37 °C (91–99 °F) track temperature3.5 m/s (11 ft/s) wind from the northwest[2],N,spa,2015,1,2015 Belgian Grand Prix,122
9,2009,9,German Grand Prix,12-Jul-09,12:00:00,http://en.wikipedia.org/wiki/2009_German_Grand_Prix,7.096,2,0,Sunny and overcast,N,nurburgring,2009,1,2009 German Grand Prix,236
185,1999,11,Hungarian Grand Prix,15-Aug-99,\N,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,,6,1,"Partially cloudy, hot, dry, Air: 25 °C (77 °F), Track 37 °C (99 °F)",N,hungaroring,1999,1,1999 Hungarian Grand Prix,86
182,1999,8,British Grand Prix,11-Jul-99,\N,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,,6,0,"Sunny, mild, dry",N,silverstone,1999,1,1999 British Grand Prix,148
189,1999,15,Malaysian Grand Prix,17-Oct-99,\N,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,,11,4,"Cloudy, hot, dry",N,sepang,1999,1,1999 Malaysian Grand Prix,72
137,2002,14,Belgian Grand Prix,1-Sep-02,\N,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,9,1,"Cloudy, Air: 17 °C (63 °F), Track 25 °C (77 °F)[1]",N,spa,2002,1,2002 Belgian Grand Prix,98
122,2003,15,United States Grand Prix,28-Sep-03,\N,http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix,,9,5,Scattered showers with temperatures up to 69.1 °F (20.6 °C); wind speeds up to 14 miles per hour (23 km/h)[1],Y,indianapolis,2003,1,2003 United States Grand Prix,185
151,2001,11,British Grand Prix,15-Jul-01,\N,http://en.wikipedia.org/wiki/2001_British_Grand_Prix,,6,2,"Partially cloudy, mild, dry, Air Temp: 16 °C (61 °F), Track 27 °C (81 °F)",N,silverstone,2001,1,2001 British Grand Prix,76
956,2016,9,Austrian Grand Prix,3-Jul-16,12:00:00,https://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix,8.1,6,0,Cloudy,N,red_bull_ring,2016,1,2016 Austrian Grand Prix,300
29,2008,12,European Grand Prix,24-Aug-08,12:00:00,http://en.wikipedia.org/wiki/2008_European_Grand_Prix,3.977,3,2,Sunny,N,valencia,2008,1,2008 European Grand Prix,90
973,2017,5,Spanish Grand Prix,14-May-17,12:00:00,https://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix,7.87,4,1,not found,N,catalunya,2017,1,2017 Spanish Grand Prix,86
928,2015,3,Chinese Grand Prix,12-Apr-15,6:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,5.72,4,0,Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1.4 m/s (4.6 ft/s) wind from the northwest[1],N,shanghai,2015,1,2015 Chinese Grand Prix,128
94,2004,5,Spanish Grand Prix,9-May-04,\N,http://en.wikipedia.org/wiki/2004_Spanish_Grand_Prix,,7,2,Clear,N,catalunya,2004,1,2004 Spanish Grand Prix,178
10,2009,10,Hungarian Grand Prix,26-Jul-09,12:00:00,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix,6.808,4,0,Sunny25 °C (77 °F)[2],N,hungaroring,2009,1,2009 Hungarian Grand Prix,176
867,2012,8,European Grand Prix,24-Jun-12,12:00:00,http://en.wikipedia.org/wiki/2012_European_Grand_Prix,8.784,6,3,Fine and Dry[2] Air Temp 27 °C (81 °F)[2] Track Temp 45 °C (113 °F)[2],N,valencia,2012,1,2012 European Grand Prix,284
842,2011,2,Malaysian Grand Prix,10-Apr-11,8:00:00,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,7.775,6,3,"Cloudy, dry",N,sepang,2011,1,2011 Malaysian Grand Prix,255
233,1996,10,British Grand Prix,14-Jul-96,\N,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,,11,0,Warm and sunny with temperatures reaching up to 25 °C (77 °F)[1],N,silverstone,1996,1,1996 British Grand Prix,79
960,2016,13,Belgian Grand Prix,28-Aug-16,12:00:00,https://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix,7.25,5,1,Partially cloudy and dry,N,spa,2016,1,2016 Belgian Grand Prix,147
134,2002,11,French Grand Prix,21-Jul-02,\N,http://en.wikipedia.org/wiki/2002_French_Grand_Prix,,12,3,"Warm and sunny, Air Temp: 25°C",N,magny_cours,2002,1,2002 French Grand Prix,77
150,2001,10,French Grand Prix,1-Jul-01,\N,http://en.wikipedia.org/wiki/2001_French_Grand_Prix,,7,0,Sunny,N,magny_cours,2001,1,2001 French Grand Prix,90
43,2007,8,French Grand Prix,1-Jul-07,12:00:00,http://en.wikipedia.org/wiki/2007_French_Grand_Prix,,5,3,Cloudy,N,magny_cours,2007,1,2007 French Grand Prix,89
101,2004,12,German Grand Prix,25-Jul-04,\N,http://en.wikipedia.org/wiki/2004_German_Grand_Prix,,3,0,Sunny,N,hockenheimring,2004,1,2004 German Grand Prix,196
871,2012,12,Belgian Grand Prix,2-Sep-12,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,7.467,6,6,Fine and Dry[2] Air Temp 23 °C (73 °F)[2] Track Temp 33 °C (91 °F)[2],N,spa,2012,1,2012 Belgian Grand Prix,170
880,2013,1,Australian Grand Prix,17-Mar-13,6:00:00,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,7.698,4,1,"Scattered Clouds, Fine and Dry[2] Air Temp 18 °C (64 °F)[2] Track Temp 25 °C (77 °F) dropping to 19 °C (66 °F)[2]",N,albert_park,2013,1,2013 Australian Grand Prix,289
903,2014,4,Chinese Grand Prix,20-Apr-14,7:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,5.47,2,0,"Mostly cloudy, dry",N,shanghai,2014,1,2014 Chinese Grand Prix,158
958,2016,11,Hungarian Grand Prix,24-Jul-16,12:00:00,https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix,5.05,1,0,Sunny,N,hungaroring,2016,1,2016 Hungarian Grand Prix,166
971,2017,3,Bahrain Grand Prix,16-Apr-17,15:00:00,https://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix,7.96,7,2,not found,N,bahrain,2017,1,2017 Bahrain Grand Prix,117
1003,2018,15,Singapore Grand Prix,16-Sep-18,12:10:00,https://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,4.98,1,1,not found,N,marina_bay,2018,1,2018 Singapore Grand Prix,105
155,2001,15,Italian Grand Prix,16-Sep-01,\N,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,,9,2,"Sunny, partly cloudy, Air: 19 to 20 °C (66 to 68 °F), Track 26 °C (79 °F)",N,monza,2001,1,2001 Italian Grand Prix,70
226,1996,3,Argentine Grand Prix,7-Apr-96,\N,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,,12,4,Dry with temperatures reaching up to 21 °C (70 °F)[1],N,galvez,1996,1,1996 Argentine Grand Prix,146
105,2004,16,Chinese Grand Prix,26-Sep-04,\N,http://en.wikipedia.org/wiki/2004_Chinese_Grand_Prix,,4,2,Sunny with temperatures reaching up to 27 °C (81 °F)[1],N,shanghai,2004,1,2004 Chinese Grand Prix,191
118,2003,11,British Grand Prix,20-Jul-03,\N,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,,3,0,"Sunny at start, cloudy later, Air: 24 °C (75 °F), Track 29 °C (84 °F)",N,silverstone,2003,1,2003 British Grand Prix,321
904,2014,5,Spanish Grand Prix,11-May-14,12:00:00,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,6.45,2,0,Sunny,N,catalunya,2014,1,2014 Spanish Grand Prix,229
355,2010,19,Abu Dhabi Grand Prix,14-Nov-10,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,6.602,4,2,Dry[3] Air Temp 28 °C (82 °F)[3] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[3],N,yas_marina,2010,1,2010 Abu Dhabi Grand Prix,133
885,2013,6,Monaco Grand Prix,26-May-13,12:00:00,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,6.132,7,4,Warm and sunny,N,monaco,2013,1,2013 Monaco Grand Prix,112
940,2015,14,Japanese Grand Prix,27-Sep-15,5:00:00,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,5.21,1,0,Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4.5 m/s (15 ft/s) wind from the east[2],N,suzuka,2015,1,2015 Japanese Grand Prix,139
337,2010,1,Bahrain Grand Prix,14-Mar-10,12:00:00,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,4.587,9,1,not found,N,bahrain,2010,1,2010 Bahrain Grand Prix,76
348,2010,12,Hungarian Grand Prix,1-Aug-10,12:00:00,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,6.654,5,1,Mainly sunny28 °C (82 °F)[1],N,hungaroring,2010,1,2010 Hungarian Grand Prix,53
125,2002,2,Malaysian Grand Prix,17-Mar-02,\N,http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix,,9,0,"Partially cloudy, hot and dry",N,sepang,2002,1,2002 Malaysian Grand Prix,115
50,2007,15,Japanese Grand Prix,30-Sep-07,4:30:00,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,10,5,not found,N,fuji,2007,1,2007 Japanese Grand Prix,295
972,2017,4,Russian Grand Prix,30-Apr-17,12:00:00,https://en.wikipedia.org/wiki/2017_Russian_Grand_Prix,4.9,4,2,not found,N,sochi,2017,1,2017 Russian Grand Prix,46
852,2011,12,Belgian Grand Prix,28-Aug-11,12:00:00,http://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix,7.772,5,2,"Cloudy, dry",N,spa,2011,1,2011 Belgian Grand Prix,217
142,2001,2,Malaysian Grand Prix,18-Mar-01,\N,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,,8,4,"Rain and Thunderstorms at start, dry later; Air Temp at start: 32 °C (90 °F)",Y,sepang,2001,1,2001 Malaysian Grand Prix,131
853,2011,13,Italian Grand Prix,11-Sep-11,12:00:00,http://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,7.494,8,4,Mainly sunny,N,monza,2011,1,2011 Italian Grand Prix,102
1002,2018,14,Italian Grand Prix,2-Sep-18,13:10:00,https://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,8.31,4,0,not found,N,monza,2018,1,2018 Italian Grand Prix,100
347,2010,11,German Grand Prix,25-Jul-10,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,3.74,5,2,"Mainly cloudy, dry[4]",N,hockenheimring,2010,1,2010 German Grand Prix,99
982,2017,14,Singapore Grand Prix,17-Sep-17,12:00:00,https://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix,6.41,8,5,"Wet at start, then drying. Air temperature: 28°C (82°F)",Y,marina_bay,2017,1,2017 Singapore Grand Prix,72
942,2015,16,United States Grand Prix,25-Oct-15,19:00:00,https://en.wikipedia.org/wiki/2015_United_States_Grand_Prix,9.1,8,2,Very cloudy17 °C (63 °F) air temperature17–20 °C (63–68 °F) track temperature8 m/s (26 ft/s) wind from the south[2],N,americas,2015,1,2015 United States Grand Prix,131
21,2008,4,Spanish Grand Prix,27-Apr-08,12:00:00,http://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix,5.085,9,6,Sunny,N,catalunya,2008,1,2008 Spanish Grand Prix,128
861,2012,2,Malaysian Grand Prix,25-Mar-12,8:00:00,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,8.452,3,1,Heavy rain clearing to cloudy and dry[2] Air Temp 26 °C (79 °F)[2]  Track Temp 29 °C (84 °F) dropping to 24 °C (75 °F) [2],Y,sepang,2012,1,2012 Malaysian Grand Prix,362
1014,2019,5,Spanish Grand Prix,12-May-19,13:10:00,https://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix,4.6,2,2,not found,N,catalunya,2019,1,2019 Spanish Grand Prix,106
1006,2018,18,United States Grand Prix,21-Oct-18,18:10:00,https://en.wikipedia.org/wiki/2018_United_States_Grand_Prix,8.76,6,1,not found,N,americas,2018,1,2018 United States Grand Prix,91
135,2002,12,German Grand Prix,28-Jul-02,\N,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,12,2,"Fine, Air Temp: 28°C",N,hockenheimring,2002,1,2002 German Grand Prix,134
184,1999,10,German Grand Prix,1-Aug-99,\N,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,,12,3,"Partially cloudy, very hot, dry",N,hockenheimring,1999,1,1999 German Grand Prix,90
